tender_id,lot_number,bid_number,varname,Master,Using
"03bbdd3d-ed56-4cb2-bdec-f47ba51ec3a4",1,3,"bid_price","59200","11720"
"03bbdd3d-ed56-4cb2-bdec-f47ba51ec3a4",1,4,"bidder_masterid","898b2a54-9a48-4eff-b68d-c527e6546dc7","c90b1b4b-f109-47a4-9ff0-8b22eeb0787c"
"03bbdd3d-ed56-4cb2-bdec-f47ba51ec3a4",1,4,"bidder_geocodes","[""]","["MT001"]"
"03bbdd3d-ed56-4cb2-bdec-f47ba51ec3a4",1,4,"bidder_name","InDesign (Malta) Ltd","Sarrebico Medical Supplies Ltd"
"03bbdd3d-ed56-4cb2-bdec-f47ba51ec3a4",1,4,"bid_priceUsd","15421.640625","25264.12109375"
"03bbdd3d-ed56-4cb2-bdec-f47ba51ec3a4",1,4,"bid_price","11720","19200"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",1,1,"bidder_masterid","0bffff1b-2a53-49c7-8e5b-3d240690576b","73b32fe3-19b3-4154-be40-dae692aec9f5"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",1,1,"bidder_id","C3677","C68"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",1,1,"bidder_geocodes","["MT000"]","["MT001"]"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",1,1,"bidder_name","Cherubino Ltd.","Vivian Corporation Ltd"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",1,1,"bid_priceUsd","19384.3984375","235172.359375"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",1,1,"bid_price","14571","176776"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",2,1,"bidder_masterid","73b32fe3-19b3-4154-be40-dae692aec9f5","0bffff1b-2a53-49c7-8e5b-3d240690576b"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",2,1,"bidder_id","C68","C3677"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",2,1,"bidder_geocodes","["MT001"]","["MT000"]"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",2,1,"bidder_name","Vivian Corporation Ltd","Cherubino Ltd."
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",2,1,"bid_priceUsd","235172.359375","19384.3984375"
"0423afe7-96cc-4d3a-8416-25cf7e7aada4",2,1,"bid_price","176776","14571"
"079b7ea7-867d-4631-804e-47a51bf94951",1,1,"bidder_masterid","ea0a84e7-c1c3-44e2-94f9-fc37dff2b688","28b536a0-71b4-4a74-b123-c09fab3d55d4"
"079b7ea7-867d-4631-804e-47a51bf94951",1,1,"bidder_id","C37233",""
"079b7ea7-867d-4631-804e-47a51bf94951",1,1,"bidder_name","Kerber Securities Ltd","Signal 8 Security Services Malta Ltd"
"079b7ea7-867d-4631-804e-47a51bf94951",2,1,"bidder_masterid","5bae7d38-4371-40a2-8add-0deaa27c9445","ea0a84e7-c1c3-44e2-94f9-fc37dff2b688"
"079b7ea7-867d-4631-804e-47a51bf94951",2,1,"bidder_id","MT14873318","C37233"
"079b7ea7-867d-4631-804e-47a51bf94951",2,1,"bidder_geocodes","["MT001"]","[""]"
"079b7ea7-867d-4631-804e-47a51bf94951",2,1,"bidder_name","J.F. SECURITY & CONSULTANCY SERVICES LIMITED","Kerber Securities Ltd"
"079b7ea7-867d-4631-804e-47a51bf94951",3,1,"bidder_masterid","28b536a0-71b4-4a74-b123-c09fab3d55d4","5bae7d38-4371-40a2-8add-0deaa27c9445"
"079b7ea7-867d-4631-804e-47a51bf94951",3,1,"bidder_id","","MT14873318"
"079b7ea7-867d-4631-804e-47a51bf94951",3,1,"bidder_geocodes","[""]","["MT001"]"
"079b7ea7-867d-4631-804e-47a51bf94951",3,1,"bidder_name","Signal 8 Security Services Malta Ltd","J.F. SECURITY & CONSULTANCY SERVICES LIMITED"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",1,1,"bidder_masterid","86ee2a6f-108a-4d7d-9439-fe5cd57358d4","f7a55474-08ac-43a0-9afb-253bffc3897e"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",1,1,"bidder_id","C4250",""
"098dcaa1-5e82-47d7-9f76-efc3807a881d",1,1,"bidder_geocodes","["MT001"]","["MT000"]"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",1,1,"bidder_name","Technoline Ltd","Pharma-Cos Limited"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",1,1,"bid_priceUsd","643665.3125","365929.5"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",1,1,"bid_price","474624","269828"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",2,1,"bidder_masterid","f7a55474-08ac-43a0-9afb-253bffc3897e","86ee2a6f-108a-4d7d-9439-fe5cd57358d4"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",2,1,"bidder_id","","C4250"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",2,1,"bidder_geocodes","["MT000"]","["MT001"]"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",2,1,"bidder_name","Pharma-Cos Limited","Technoline Ltd"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",2,1,"bid_priceUsd","365929.5","643665.3125"
"098dcaa1-5e82-47d7-9f76-efc3807a881d",2,1,"bid_price","269828","474624"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",2,1,"bidder_masterid","b7cc402b-f368-4170-af8a-9cbf5311ffbd","0f57a404-6af0-48e0-bd9e-3ae325d0604b"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",2,1,"bid_priceUsd","488236.375","323815.59375"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",2,1,"bid_price","340000","225500"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",2,1,"title","Provision of office furniture to the European Asylum Support Office in Greece lot 2","Provision of office furniture to the European Asylum support office in Italy — lot 3"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",2,1,"bids_count","1","2"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",2,1,"ind_singleb_val","0","100"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",3,1,"bidder_masterid","0f57a404-6af0-48e0-bd9e-3ae325d0604b","b7cc402b-f368-4170-af8a-9cbf5311ffbd"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",3,1,"bid_priceUsd","323815.59375","488236.375"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",3,1,"bid_price","225500","340000"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",3,1,"title","Provision of office furniture to the European Asylum support office in Italy — lot 3","Provision of office furniture to the European Asylum Support Office in Greece lot 2"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",3,1,"bids_count","2","1"
"09a08624-c2bf-4df9-ad1f-0da0771ec8e7",3,1,"ind_singleb_val","100","0"
"0b77f501-b793-48c4-ae42-008c66819b73",1,1,"bidder_masterid","32f04a7f-16fd-474a-9d38-139167aff056","8b67fda7-042d-47ef-bded-afd4b884a45f"
"0b77f501-b793-48c4-ae42-008c66819b73",1,1,"bidder_geocodes","[""]","["MT001"]"
"0b77f501-b793-48c4-ae42-008c66819b73",1,1,"bidder_name","Exalta AV Ltd","Tektraco Ltd"
"0b77f501-b793-48c4-ae42-008c66819b73",1,1,"bid_priceUsd","80634.5078125","."
"0b77f501-b793-48c4-ae42-008c66819b73",1,1,"bid_price","61670","."
"0b77f501-b793-48c4-ae42-008c66819b73",1,1,"ind_tr_bid_price_val","100","0"
"0b77f501-b793-48c4-ae42-008c66819b73",1,2,"bidder_masterid","8b67fda7-042d-47ef-bded-afd4b884a45f","32f04a7f-16fd-474a-9d38-139167aff056"
"0b77f501-b793-48c4-ae42-008c66819b73",1,2,"bidder_geocodes","["MT001"]","[""]"
"0b77f501-b793-48c4-ae42-008c66819b73",1,2,"bidder_name","Tektraco Ltd","Exalta AV Ltd"
"0b77f501-b793-48c4-ae42-008c66819b73",1,2,"bid_priceUsd",".","80634.5078125"
"0b77f501-b793-48c4-ae42-008c66819b73",1,2,"bid_price",".","61670"
"0b77f501-b793-48c4-ae42-008c66819b73",1,2,"ind_tr_bid_price_val","0","100"
"0d782691-0feb-4689-8d53-06a3e01ad320",1,1,"bidder_masterid","f7a55474-08ac-43a0-9afb-253bffc3897e","0bffff1b-2a53-49c7-8e5b-3d240690576b"
"0d782691-0feb-4689-8d53-06a3e01ad320",1,1,"bidder_id","","C3677"
"0d782691-0feb-4689-8d53-06a3e01ad320",1,1,"bidder_name","Pharma-Cos Limited","Cherubino Ltd."
"0d782691-0feb-4689-8d53-06a3e01ad320",1,1,"bid_priceUsd","595509.5","6961.1611328125"
"0d782691-0feb-4689-8d53-06a3e01ad320",1,1,"bid_price","439115","5133"
"0d782691-0feb-4689-8d53-06a3e01ad320",1,1,"title","Autoclave, pass-through and washer disinfection machine, pass through type","Ultrasonic cleaner, capacity 12 litres +/- 2 litres"
"0d782691-0feb-4689-8d53-06a3e01ad320",1,1,"bids_count","5","2"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"bidder_masterid","484d7d2a-3256-419d-bd77-b82ae83c9212","86ee2a6f-108a-4d7d-9439-fe5cd57358d4"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"bidder_id","","C4250"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"bidder_name","Bart Enterprises Ltd","Technoline Ltd"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"bid_priceUsd","2061.36083984375","8234.59375"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"bid_price","1520","6072"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"title","Dental lab vacuum forming machine","Drying cabinet"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"bids_count","1","4"
"0d782691-0feb-4689-8d53-06a3e01ad320",2,1,"ind_singleb_val","0","100"
"0d782691-0feb-4689-8d53-06a3e01ad320",3,1,"bidder_masterid","88f5e5df-6248-4d4f-8432-add961b59204","f7a55474-08ac-43a0-9afb-253bffc3897e"
"0d782691-0feb-4689-8d53-06a3e01ad320",3,1,"bidder_id","C4112",""
"0d782691-0feb-4689-8d53-06a3e01ad320",3,1,"bidder_name","A.M. Mangion Ltd","Pharma-Cos Limited"
"0d782691-0feb-4689-8d53-06a3e01ad320",3,1,"bid_priceUsd","115786.09375","595509.5"
"0d782691-0feb-4689-8d53-06a3e01ad320",3,1,"bid_price","85378","439115"
"0d782691-0feb-4689-8d53-06a3e01ad320",3,1,"title","Single door large volume washer disinfect-or","Autoclave, pass-through and washer disinfection machine, pass through type"
"0d782691-0feb-4689-8d53-06a3e01ad320",3,1,"bids_count","2","5"
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"bidder_masterid","0bffff1b-2a53-49c7-8e5b-3d240690576b","f7a55474-08ac-43a0-9afb-253bffc3897e"
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"bidder_id","C3677",""
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"bidder_name","Cherubino Ltd.","Pharma-Cos Limited"
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"bid_priceUsd","6961.1611328125","57033.2421875"
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"bid_price","5133","42055"
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"title","Ultrasonic cleaner, capacity 12 litres +/- 2 litres","Flusher, disinfect-or, bedpan"
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"bids_count","2","1"
"0d782691-0feb-4689-8d53-06a3e01ad320",4,1,"ind_singleb_val","100","0"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"tender_awarddecisiondate","","2014-07-11"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"bidder_masterid","0bffff1b-2a53-49c7-8e5b-3d240690576b","f7a55474-08ac-43a0-9afb-253bffc3897e"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"bidder_id","C3677",""
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"bidder_name","Cherubino Ltd.","Pharma-Cos Limited"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"bid_priceUsd","4792.66357421875","4258.33740234375"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"bid_price","3534","3140"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"title","Autoclave, benchtop","Modular, instrument, tray, wire meshed, large"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"bids_count","5","2"
"0d782691-0feb-4689-8d53-06a3e01ad320",5,1,"ind_corr_decp_val",".","100"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"bidder_masterid","86ee2a6f-108a-4d7d-9439-fe5cd57358d4","88f5e5df-6248-4d4f-8432-add961b59204"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"bidder_id","C4250","C4112"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"bidder_geocodes","["MT001"]","["MT000"]"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"bidder_name","Technoline Ltd","A.M. Mangion Ltd"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"bid_priceUsd","8234.59375","115786.09375"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"bid_price","6072","85378"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"title","Drying cabinet","Single door large volume washer disinfect-or"
"0d782691-0feb-4689-8d53-06a3e01ad320",6,1,"bids_count","4","2"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"tender_awarddecisiondate","2014-07-11",""
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"bidder_masterid","f7a55474-08ac-43a0-9afb-253bffc3897e","0bffff1b-2a53-49c7-8e5b-3d240690576b"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"bidder_id","","C3677"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"bidder_name","Pharma-Cos Limited","Cherubino Ltd."
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"bid_priceUsd","57033.2421875","4792.66357421875"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"bid_price","42055","3534"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"title","Flusher, disinfect-or, bedpan","Autoclave, benchtop"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"bids_count","1","5"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"ind_singleb_val","0","100"
"0d782691-0feb-4689-8d53-06a3e01ad320",7,1,"ind_corr_decp_val","100","."
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"bidder_masterid","f7a55474-08ac-43a0-9afb-253bffc3897e","484d7d2a-3256-419d-bd77-b82ae83c9212"
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"bidder_geocodes","["MT000"]","["MT001"]"
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"bidder_name","Pharma-Cos Limited","Bart Enterprises Ltd"
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"bid_priceUsd","4258.33740234375","2061.36083984375"
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"bid_price","3140","1520"
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"title","Modular, instrument, tray, wire meshed, large","Dental lab vacuum forming machine"
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"bids_count","2","1"
"0d782691-0feb-4689-8d53-06a3e01ad320",8,1,"ind_singleb_val","100","0"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,1,"bidder_masterid","a9635efa-252a-4313-9ce9-c891a12da33d","560b24af-9f90-46d5-a48b-09cb0f474d5d"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,1,"bidder_country","MT","IT"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,1,"bidder_geocodes","[""]","["ITC42"]"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,1,"bidder_name","Labo-Pharm Ltd","Instrumentation Devices SRL"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,1,"bid_priceUsd","832359.4375","99163.3203125"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,1,"bid_price","636596","75841"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,1,"ind_taxhav2_val",".","100"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,2,"bidder_masterid","560b24af-9f90-46d5-a48b-09cb0f474d5d","a9635efa-252a-4313-9ce9-c891a12da33d"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,2,"bidder_country","IT","MT"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,2,"bidder_geocodes","["ITC42"]","[""]"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,2,"bidder_name","Instrumentation Devices SRL","Labo-Pharm Ltd"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,2,"bid_priceUsd","99163.3203125","832359.4375"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,2,"bid_price","75841","636596"
"0dfcbe52-6cca-46d7-8867-75de8852100f",1,2,"ind_taxhav2_val","100","."
"0fe8f402-0d27-435c-8e40-3825f43f23ed",1,1,"bid_priceUsd","112728.03125","134160.171875"
"0fe8f402-0d27-435c-8e40-3825f43f23ed",1,1,"bid_price","78502","93427"
"0fe8f402-0d27-435c-8e40-3825f43f23ed",1,1,"title","Lot 3 — Provision and installation of duplex passenger lifts — including removal of existing duplex lifts","Lot 1 — Civil works and mechanical and electrical and air-conditioning works for 2 court halls"
"0fe8f402-0d27-435c-8e40-3825f43f23ed",2,1,"bid_priceUsd","134160.171875","112728.03125"
"0fe8f402-0d27-435c-8e40-3825f43f23ed",2,1,"bid_price","93427","78502"
"0fe8f402-0d27-435c-8e40-3825f43f23ed",2,1,"title","Lot 1 — Civil works and mechanical and electrical and air-conditioning works for 2 court halls","Lot 3 — Provision and installation of duplex passenger lifts — including removal of existing duplex lifts"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,1,"bidder_masterid","2c99bc34-2b83-46fa-971c-46ecf3a4aeb0","4cf9133c-2a9a-4e74-ada9-fdd7a2afbbfe"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,1,"bidder_geocodes","["MT001"]","[""]"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,1,"bidder_name","Pharma Cos Ltd","Protex Ltd"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,1,"bid_priceUsd","14420.59375","52001.21875"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,1,"bid_price","11029","39771"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,2,"bidder_masterid","214b66f4-393d-434b-abf6-877f81a6a56d","2c99bc34-2b83-46fa-971c-46ecf3a4aeb0"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,2,"bidder_name","Sarrebico Medical Supplies Ltd","Pharma Cos Ltd"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,2,"bid_priceUsd","935645.375","14420.59375"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,2,"bid_price","715590","11029"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,3,"bidder_masterid","4cf9133c-2a9a-4e74-ada9-fdd7a2afbbfe","214b66f4-393d-434b-abf6-877f81a6a56d"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,3,"bidder_geocodes","[""]","["MT001"]"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,3,"bidder_name","Protex Ltd","Sarrebico Medical Supplies Ltd"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,3,"bid_priceUsd","52001.21875","935645.375"
"12da0571-8014-48f2-9d1b-c9e15a1bbd58",1,3,"bid_price","39771","715590"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",1,1,"bidder_masterid","c641cd37-8301-4435-a122-834c5612bc5d","041d3a86-a3f5-4bf3-a1cc-cf7eafc6b2da"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",1,1,"bidder_geocodes","["MT000"]","[""]"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",1,1,"bidder_name","Unscheduled Bus Service","John's Garage Limited"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",1,1,"bid_priceUsd","253125.953125","96548.8671875"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",1,1,"bid_price","180900","69000"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",2,1,"bidder_masterid","041d3a86-a3f5-4bf3-a1cc-cf7eafc6b2da","c641cd37-8301-4435-a122-834c5612bc5d"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",2,1,"bidder_geocodes","[""]","["MT000"]"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",2,1,"bidder_name","John's Garage Limited","Unscheduled Bus Service"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",2,1,"bid_priceUsd","33582.21484375","253125.953125"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",2,1,"bid_price","24000","180900"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",3,1,"bid_priceUsd","96548.8671875","33582.21484375"
"15a0fed4-8544-4ceb-93e8-f58996d8592e",3,1,"bid_price","69000","24000"
"166c2cc5-b16f-4b4b-903d-0f433aafb405",1,1,"bid_priceUsd","165451.328125","731647.4375"
"166c2cc5-b16f-4b4b-903d-0f433aafb405",1,1,"bid_price","122000","539500"
"166c2cc5-b16f-4b4b-903d-0f433aafb405",1,1,"title","IT Laboratory and Executive/Non Executive Furniture","IT Laboratory Equipment and White Boards"
"166c2cc5-b16f-4b4b-903d-0f433aafb405",1,1,"bids_count","8","3"
